Index,Date,Type Code,Type Name,Type Shortname,Account,Amount,Amount Currency Full,Amount Currency,Account To,Amount To,Amount To Currency Full,Amount To Currency,Balance,Balance Currency Full,Balance Currency,Base Category,Sub Category,Full Category,Description,Agent,Check number,Class
328,11 Oct 2020 14:22:03,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,1050,Thai Baht,THB,Food,Snacks,Food: Snacks,,DailyQueen,,
329,11 Oct 2020 14:24:47,2,Expense,TEP,World Mastercard (KTC),571,Thai Baht,THB,,0,Unknown,UKN,111271.5,Thai Baht,THB,Household,Home Supplies,Household: Home Supplies,,Natcha,,
330,11 Oct 2020 14:25:58,5,Money Transfer,TMT,Spend (KcNt),571,Thai Baht,THB,World Mastercard (KTC),571,Thai Baht,THB,7686.89,Thai Baht,THB,,,,,,,
331,16 Oct 2020 14:21:21,2,Expense,TEP,YouTrip (USD),82,US Dollar,USD,,0,Unknown,UKN,143.85,US Dollar,USD,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,,Kickstarter,,
332,17 Oct 2020 07:47:09,2,Expense,TEP,True wallet,88,Thai Baht,THB,,0,Unknown,UKN,-78,Thai Baht,THB,Food,Breakfast,Food: Breakfast,,7-11,,
333,17 Oct 2020 07:47:11,5,Money Transfer,TMT,Primary (KBank),200,Thai Baht,THB,True wallet,200,Thai Baht,THB,7478.43,Thai Baht,THB,,,,,,,
334,17 Oct 2020 08:38:44,3,Income,TIN,Traveling (KcNt),2000,Thai Baht,THB,,0,Unknown,UKN,25147.18,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
335,19 Oct 2020 11:38:54,2,Expense,TEP,Spend (KcNt),216,Thai Baht,THB,,0,Unknown,UKN,7470.89,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,ยาสีฟัน,Amway,,Couple
336,20 Oct 2020 00:00:55,2,Expense,TEP,Wisdom (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,1010287.37,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,ค่า iPad,Natcha,,
337,24 Oct 2020 13:42:15,2,Expense,TEP,Wallet,180,Thai Baht,THB,,0,Unknown,UKN,870,Thai Baht,THB,Food,Lunch,Food: Lunch,,FoodRepublish,,
338,24 Oct 2020 18:00:57,3,Income,TIN,Wallet,200,Thai Baht,THB,,0,Unknown,UKN,1070,Thai Baht,THB,Salary,,Salary,,iTAX,,
339,24 Oct 2020 19:01:13,2,Expense,TEP,Wallet,200,Thai Baht,THB,,0,Unknown,UKN,870,Thai Baht,THB,Food,Dinner,Food: Dinner,,IkeaFoodCourt,,
340,25 Oct 2020 13:23:18,2,Expense,TEP,Wallet,8,Thai Baht,THB,,0,Unknown,UKN,862,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,Natcha,,
341,25 Oct 2020 13:23:21,2,Expense,TEP,Wallet,622,Thai Baht,THB,,0,Unknown,UKN,240,Thai Baht,THB,Food,Lunch,Food: Lunch,,MK,,
342,25 Oct 2020 13:31:05,3,Income,TIN,Wallet,210,Thai Baht,THB,,0,Unknown,UKN,450,Thai Baht,THB,Reimbursement,,Reimbursement,Friend in iTAX,,,
343,25 Oct 2020 14:00:58,2,Expense,TEP,Wallet,10,Thai Baht,THB,,0,Unknown,UKN,440,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,Natcha,,
344,25 Oct 2020 15:29:32,2,Expense,TEP,Wallet,100,Thai Baht,THB,,0,Unknown,UKN,340,Thai Baht,THB,Drinks,Tea Gift,Drinks: Tea Gift: Just for fun,IKEA,Natcha,,
345,25 Oct 2020 18:00:45,3,Income,TIN,Wallet,200,Thai Baht,THB,,0,Unknown,UKN,540,Thai Baht,THB,Salary,,Salary,,iTAX,,
346,25 Oct 2020 20:10:41,2,Expense,TEP,World Mastercard (KTC),509,Thai Baht,THB,,0,Unknown,UKN,111333.5,Thai Baht,THB,Food,Dinner,Food: Dinner,,PepperLunch,,
347,25 Oct 2020 20:38:19,3,Income,TIN,Wallet,165,Thai Baht,THB,,0,Unknown,UKN,705,Thai Baht,THB,Reimbursement,,Reimbursement,Friend in iTAX,,,
348,25 Oct 2020 20:40:40,2,Expense,TEP,Wallet,5,Thai Baht,THB,,0,Unknown,UKN,700,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,Natcha,,
349,26 Oct 2020 03:00:52,3,Income,TIN,Primary (KBank),2370,Thai Baht,THB,,0,Unknown,UKN,9848.43,Thai Baht,THB,Reimbursement,,Reimbursement,,MuangThai,,
350,26 Oct 2020 11:35:17,5,Money Transfer,TMT,Primary (KBank),992,Thai Baht,THB,Diamond UnionPay (KTC),992,Thai Baht,THB,8856.43,Thai Baht,THB,,,,,,,
351,27 Oct 2020 13:32:50,2,Expense,TEP,Wallet,540,Thai Baht,THB,,0,Unknown,UKN,160,Thai Baht,THB,Food,Lunch,Food: Lunch,,MK,,
352,27 Oct 2020 18:26:09,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,7956.43,Thai Baht,THB,,,,,,,
353,28 Oct 2020 12:24:30,5,Money Transfer,TMT,Primary (KBank),5000,Thai Baht,THB,YouTrip (USD),160.65,US Dollar,USD,2956.43,Thai Baht,THB,,,,,,,
354,28 Oct 2020 12:25:24,3,Income,TIN,Primary (KBank),3000,Thai Baht,THB,,0,Unknown,UKN,5956.43,Thai Baht,THB,Salary,,Salary,iTAX Event,iTAX,,
355,28 Oct 2020 12:26:36,2,Expense,TEP,YouTrip (USD),58,US Dollar,USD,,0,Unknown,UKN,246.5,US Dollar,USD,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,Keyboard accessory,Keychron,,
356,29 Oct 2020 16:54:04,2,Expense,TEP,Wisdom (KBank),628.12,Thai Baht,THB,,0,Unknown,UKN,1009659.25,Thai Baht,THB,Traveling,Accommodation,Traveling: Accommodation,,Agoda,,
357,29 Oct 2020 17:06:40,2,Expense,TEP,Wallet,224,Thai Baht,THB,,0,Unknown,UKN,836,Thai Baht,THB,Food,Dinner,Food: Dinner,,,,
358,29 Oct 2020 17:08:43,2,Expense,TEP,Wallet,6,Thai Baht,THB,,0,Unknown,UKN,830,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,,,
359,29 Oct 2020 17:09:48,2,Expense,TEP,Wallet,45,Thai Baht,THB,,0,Unknown,UKN,785,Thai Baht,THB,Transportation,Taxi,Transportation: Taxi,,,,
360,29 Oct 2020 19:53:12,2,Expense,TEP,Wallet,40,Thai Baht,THB,,0,Unknown,UKN,745,Thai Baht,THB,Transportation,Taxi,Transportation: Taxi,,,,
361,29 Oct 2020 19:53:46,3,Income,TIN,Primary (KBank),314,Thai Baht,THB,,0,Unknown,UKN,6270.43,Thai Baht,THB,Reimbursement,,Reimbursement,,,,
362,30 Oct 2020 00:00:05,3,Income,TIN,Spend (KcNt),1000,Thai Baht,THB,,0,Unknown,UKN,8470.89,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
363,30 Oct 2020 01:46:09,3,Income,TIN,Primary (KBank),44935.42,Thai Baht,THB,,0,Unknown,UKN,51205.85,Thai Baht,THB,Salary,,Salary,,Agoda,,
364,30 Oct 2020 02:20:42,3,Income,TIN,Primary (KBank),750,Thai Baht,THB,,0,Unknown,UKN,51955.85,Thai Baht,THB,Reimbursement,,Reimbursement,Agoda Choice,Agoda,,
365,1 Nov 2020 03:14:19,3,Income,TIN,Saving Account (Kept),317.63,Thai Baht,THB,,0,Unknown,UKN,245883.92,Thai Baht,THB,Interest,,Interest,,,,
366,1 Nov 2020 09:00:10,5,Money Transfer,TMT,Primary (KBank),30000.08,Thai Baht,THB,Saving Account (Kept),30000.08,Thai Baht,THB,21955.77,Thai Baht,THB,,,,Saving  Auto-generated transaction,,,
367,1 Nov 2020 10:00:13,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Spend (KcNt),1000,Thai Baht,THB,20955.77,Thai Baht,THB,,,,For daily spending  Auto-generated transaction,,,Couple
368,1 Nov 2020 10:00:38,5,Money Transfer,TMT,Primary (KBank),2000,Thai Baht,THB,Traveling (KcNt),2000,Thai Baht,THB,18955.77,Thai Baht,THB,,,,For travel together  Auto-generated transaction,,,Couple
369,1 Nov 2020 11:20:27,5,Money Transfer,TMT,Primary (KBank),712.63,Thai Baht,THB,Wisdom (KBank),712.63,Thai Baht,THB,18243.14,Thai Baht,THB,,,,,,,
370,1 Nov 2020 11:24:07,5,Money Transfer,TMT,Primary (KBank),8157.5,Thai Baht,THB,World Mastercard (KTC),8157.5,Thai Baht,THB,10085.64,Thai Baht,THB,,,,,,,
371,2 Nov 2020 12:38:46,5,Money Transfer,TMT,Saving Account (ME),1027816.13,Thai Baht,THB,Primary (KBank),1027816.13,Thai Baht,THB,0,Thai Baht,THB,,,,,,,
372,2 Nov 2020 12:44:41,5,Money Transfer,TMT,Primary (KBank),1028651,Thai Baht,THB,Saving Account (Kept),1028651,Thai Baht,THB,9250.77,Thai Baht,THB,,,,,,,
373,3 Nov 2020 10:00:25,2,Expense,TEP,World Mastercard (KTC),3978.35,Thai Baht,THB,,0,Unknown,UKN,115512.65,Thai Baht,THB,Traveling,Accommodation Transportation,Traveling: Accommodation Transportation: Airplane,เกาะยาวน้อย  Auto-generated transaction,Phuket,,Travel
374,3 Nov 2020 15:34:31,5,Money Transfer,TMT,Saving Account (Kept),10000,Thai Baht,THB,Primary (KBank),10000,Thai Baht,THB,1294535,Thai Baht,THB,,,,,,,
375,3 Nov 2020 15:34:43,5,Money Transfer,TMT,Primary (KBank),5000,Thai Baht,THB,YouTrip (USD),160.98,US Dollar,USD,14250.77,Thai Baht,THB,,,,,,,
376,4 Nov 2020 10:29:46,3,Income,TIN,Primary (KBank),2949.27,Thai Baht,THB,,0,Unknown,UKN,17200.04,Thai Baht,THB,Reimbursement,,Reimbursement,ค่า iPad,Natcha,,
377,5 Nov 2020 21:04:19,2,Expense,TEP,Wallet,620,Thai Baht,THB,,0,Unknown,UKN,125,Thai Baht,THB,Food,Dinner,Food: Dinner,,MK,,
378,5 Nov 2020 21:09:10,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,16300.04,Thai Baht,THB,,,,,,,
379,6 Nov 2020 21:20:30,2,Expense,TEP,True wallet,70,Thai Baht,THB,,0,Unknown,UKN,52,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
380,8 Nov 2020 16:03:43,2,Expense,TEP,Primary (KBank),1350,Thai Baht,THB,,0,Unknown,UKN,14950.04,Thai Baht,THB,Health,Massage,Health: Massage,,LadaSpa,,
381,8 Nov 2020 17:00:51,2,Expense,TEP,World Mastercard (KTC),851.9,Thai Baht,THB,,0,Unknown,UKN,114660.75,Thai Baht,THB,Physical Shopping,Accessories,Physical Shopping: Accessories,,Top,,
382,8 Nov 2020 18:30:27,2,Expense,TEP,YouTrip (HKD),845,Hong Kong Dollar,HKD,,0,Unknown,UKN,77,Hong Kong Dollar,HKD,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,Wireless changer,Kickstarter,,
383,8 Nov 2020 18:59:11,2,Expense,TEP,Wallet,800,Thai Baht,THB,,0,Unknown,UKN,225,Thai Baht,THB,Food,Dinner,Food: Dinner,,MK,,
384,8 Nov 2020 21:15:07,3,Income,TIN,Primary (KBank),280.25,Thai Baht,THB,,0,Unknown,UKN,15230.29,Thai Baht,THB,Reimbursement,,Reimbursement,From shopping,Rungnapa,,
385,9 Nov 2020 10:30:22,2,Expense,TEP,Wisdom (KBank),44,Thai Baht,THB,,0,Unknown,UKN,1010327.88,Thai Baht,THB,Transportation,Train,Transportation: Train,,BTS,,
386,9 Nov 2020 19:56:23,2,Expense,TEP,Diamond UnionPay (KTC),992,Thai Baht,THB,,0,Unknown,UKN,119008,Thai Baht,THB,Transportation,Train,Transportation: Train,,BTS,,
387,10 Nov 2020 14:04:52,2,Expense,TEP,World Mastercard (KTC),1080.72,Thai Baht,THB,,0,Unknown,UKN,113580.03,Thai Baht,THB,Food,Lunch,Food: Lunch,,On-Yasai,,
388,10 Nov 2020 14:06:04,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,205,Thai Baht,THB,Transportation,Underground,Transportation: Underground,,MRT,,
389,10 Nov 2020 14:15:06,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,14330.29,Thai Baht,THB,,,,,,,
390,11 Nov 2020 13:06:06,5,Money Transfer,TMT,Spend (KcNt),571.65,Thai Baht,THB,Primary (KBank),571.65,Thai Baht,THB,8899.24,Thai Baht,THB,,,,Reimburse Top shopping at (8 Nov 2020),Natcha,,
391,11 Nov 2020 13:11:17,5,Money Transfer,TMT,Primary (KBank),5000,Thai Baht,THB,YouTrip (USD),164.72,US Dollar,USD,9901.94,Thai Baht,THB,,,,,,,
392,12 Nov 2020 10:32:24,2,Expense,TEP,Wallet,5,Thai Baht,THB,,0,Unknown,UKN,1100,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,,,
393,13 Nov 2020 20:45:26,2,Expense,TEP,World Mastercard (KTC),812,Thai Baht,THB,,0,Unknown,UKN,112768.03,Thai Baht,THB,Food,Dinner,Food: Dinner,,DakGalbi,,
394,15 Nov 2020 13:37:07,2,Expense,TEP,Wallet,700,Thai Baht,THB,,0,Unknown,UKN,400,Thai Baht,THB,Food,Lunch,Food: Lunch,,MK,,
395,15 Nov 2020 13:38:20,4,Balance Adjustment,TBJ,Wallet,-40,Thai Baht,THB,,0,Unknown,UKN,360,Thai Baht,THB,,,,,,,
396,18 Nov 2020 13:19:04,2,Expense,TEP,Primary (KBank),2696.46,Thai Baht,THB,,0,Unknown,UKN,7205.48,Thai Baht,THB,Utilities,Phones,Utilities: Phones,,Dtac,,
397,18 Nov 2020 17:17:22,5,Money Transfer,TMT,Primary (KBank),100,Thai Baht,THB,True wallet,100,Thai Baht,THB,7105.48,Thai Baht,THB,,,,,,,
398,18 Nov 2020 17:17:42,2,Expense,TEP,True wallet,90,Thai Baht,THB,,0,Unknown,UKN,62,Thai Baht,THB,Food,Dinner,Food: Dinner,,7-11,,
399,18 Nov 2020 21:20:43,3,Income,TIN,Primary (KBank),200,Thai Baht,THB,,0,Unknown,UKN,7305.48,Thai Baht,THB,Reimbursement,,Reimbursement,,1Password,,
400,20 Nov 2020 00:00:55,2,Expense,TEP,Wisdom (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,1007535.21,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,ค่า iPad   Auto-generated transaction,Natcha,,
401,20 Nov 2020 00:10:07,2,Expense,TEP,Wisdom (KBank),3990,Thai Baht,THB,,0,Unknown,UKN,1003545.21,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,iPhone from Apple Store,Apple,,
402,21 Nov 2020 16:03:39,5,Money Transfer,TMT,Wallet,60,Thai Baht,THB,Primary (KBank),60,Thai Baht,THB,300,Thai Baht,THB,,,,,,,
403,21 Nov 2020 16:06:35,5,Money Transfer,TMT,Wallet,100,Thai Baht,THB,Primary (KBank),100,Thai Baht,THB,200,Thai Baht,THB,,,,,,,
404,21 Nov 2020 16:07:28,2,Expense,TEP,Spend (KcNt),98,Thai Baht,THB,,0,Unknown,UKN,8801.24,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,,Watsons,,
405,21 Nov 2020 16:08:32,5,Money Transfer,TMT,Spend (KcNt),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,7901.24,Thai Baht,THB,,,,,,,
406,27 Nov 2020 01:45:07,3,Income,TIN,Primary (KBank),44871.36,Thai Baht,THB,,0,Unknown,UKN,52336.84,Thai Baht,THB,Salary,,Salary,,Agoda,,
407,28 Nov 2020 00:01:47,3,Income,TIN,Saving Account (Kept),1484.58,Thai Baht,THB,,0,Unknown,UKN,1296019.58,Thai Baht,THB,Interest,,Interest,,Kept,,
408,28 Nov 2020 13:02:37,2,Expense,TEP,World Mastercard (KTC),679,Thai Baht,THB,,0,Unknown,UKN,112089.03,Thai Baht,THB,Food,Lunch,Food: Lunch,,BBQ Plaza,,
409,28 Nov 2020 14:56:33,2,Expense,TEP,Wallet,260,Thai Baht,THB,,0,Unknown,UKN,840,Thai Baht,THB,Food,Snacks Gift,Food: Snacks Gift: Just for fun,,CheevitCheeva,,
410,28 Nov 2020 18:12:28,2,Expense,TEP,World Mastercard (KTC),600,Thai Baht,THB,,0,Unknown,UKN,111489.03,Thai Baht,THB,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,iPhone Case,KPlusAccessories,,
411,28 Nov 2020 20:20:18,1,Opening Balance,TOB,Krungthai AXA,0,Thai Baht,THB,,0,Unknown,UKN,0,Thai Baht,THB,,,,,,,
412,28 Nov 2020 20:20:19,99,Unknown,TUN,World Mastercard (KTC),50000,Thai Baht,THB,,0,Unknown,UKN,61489.03,Thai Baht,THB,,,,,KrungthaiAXA,,
413,28 Nov 2020 20:37:27,5,Money Transfer,TMT,Primary (KBank),7454.79,Thai Baht,THB,Wisdom (KBank),7454.79,Thai Baht,THB,44882.05,Thai Baht,THB,,,,,,,
414,28 Nov 2020 20:44:05,5,Money Transfer,TMT,Primary (KBank),992,Thai Baht,THB,Diamond UnionPay (KTC),992,Thai Baht,THB,43890.05,Thai Baht,THB,,,,,,,
415,28 Nov 2020 20:47:13,5,Money Transfer,TMT,Primary (KBank),3253.62,Thai Baht,THB,World Mastercard (KTC),3253.62,Thai Baht,THB,40636.43,Thai Baht,THB,,,,,,,
416,28 Nov 2020 22:03:05,5,Money Transfer,TMT,Primary (KBank),100,Thai Baht,THB,True wallet,100,Thai Baht,THB,40536.43,Thai Baht,THB,,,,,,,
417,28 Nov 2020 22:03:16,2,Expense,TEP,True wallet,69,Thai Baht,THB,,0,Unknown,UKN,93,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
418,29 Nov 2020 15:17:01,2,Expense,TEP,Traveling (KcNt),1700,Thai Baht,THB,,0,Unknown,UKN,25447.18,Thai Baht,THB,Traveling,Accommodation,Traveling: Accommodation,จันทบุรี,Chanthaburi,,Travel
419,30 Nov 2020 00:00:36,3,Income,TIN,Traveling (KcNt),2000,Thai Baht,THB,,0,Unknown,UKN,27447.18,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
420,30 Nov 2020 02:34:26,2,Expense,TEP,World Mastercard (KTC),295,Thai Baht,THB,,0,Unknown,UKN,64447.65,Thai Baht,THB,Digital Shopping,Services,Digital Shopping: Services,Apple One  Auto-generated transaction,Apple,,
421,30 Nov 2020 11:07:08,3,Income,TIN,Spend (KcNt),1000,Thai Baht,THB,,0,Unknown,UKN,8901.24,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
422,30 Nov 2020 11:07:24,3,Income,TIN,Traveling (KcNt),2000,Thai Baht,THB,,0,Unknown,UKN,29447.18,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
423,1 Dec 2020 03:00:13,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Spend (KcNt),1000,Thai Baht,THB,39536.43,Thai Baht,THB,,,,For daily spending,,,Couple
424,1 Dec 2020 03:00:38,5,Money Transfer,TMT,Primary (KBank),2000,Thai Baht,THB,Traveling (KcNt),2000,Thai Baht,THB,37536.43,Thai Baht,THB,,,,For travel together  Auto-generated transaction,,,Couple
425,1 Dec 2020 09:00:10,5,Money Transfer,TMT,Primary (KBank),30000,Thai Baht,THB,Saving Account (Kept),30000,Thai Baht,THB,7536.43,Thai Baht,THB,,,,Saving  Auto-generated transaction,,,
426,1 Dec 2020 09:36:56,5,Money Transfer,TMT,Traveling (KcNt),3978.35,Thai Baht,THB,World Mastercard (KTC),3978.35,Thai Baht,THB,27468.83,Thai Baht,THB,,,,,,,
427,1 Dec 2020 15:07:01,2,Expense,TEP,Wallet,94,Thai Baht,THB,,0,Unknown,UKN,746,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,,Phuket,,Travel
428,1 Dec 2020 15:55:46,2,Expense,TEP,Wallet,717,Thai Baht,THB,,0,Unknown,UKN,29,Thai Baht,THB,Food,Lunch,Food: Lunch,,MK,,Couple
429,1 Dec 2020 16:08:31,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,6636.43,Thai Baht,THB,,,,,,,
430,1 Dec 2020 16:08:47,5,Money Transfer,TMT,Spend (KcNt),717,Thai Baht,THB,Primary (KBank),717,Thai Baht,THB,9184.24,Thai Baht,THB,,,,,,,
431,1 Dec 2020 16:13:05,5,Money Transfer,TMT,Wallet,3,Thai Baht,THB,Primary (KBank),3,Thai Baht,THB,926,Thai Baht,THB,,,,,,,
432,1 Dec 2020 18:54:42,2,Expense,TEP,True wallet,64,Thai Baht,THB,,0,Unknown,UKN,29,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
433,2 Dec 2020 08:44:45,2,Expense,TEP,World Mastercard (KTC),3159,Thai Baht,THB,,0,Unknown,UKN,65267,Thai Baht,THB,Transportation,Airplane,Transportation: Airplane,ยาวน้อย,Phuket,,Travel
434,2 Dec 2020 08:45:25,2,Expense,TEP,Wallet,300,Thai Baht,THB,,0,Unknown,UKN,626,Thai Baht,THB,Transportation,Taxi,Transportation: Taxi,,Phuket,,Travel
435,2 Dec 2020 08:47:35,2,Expense,TEP,Wallet,70,Thai Baht,THB,,0,Unknown,UKN,556,Thai Baht,THB,Car,Tollway,Car: Tollway,จากปรางค์,Phuket,,Travel
436,2 Dec 2020 08:51:43,5,Money Transfer,TMT,Traveling (KcNt),2000,Thai Baht,THB,Wallet,2000,Thai Baht,THB,25468.83,Thai Baht,THB,,,,,,,
437,2 Dec 2020 09:01:21,5,Money Transfer,TMT,Traveling (KcNt),70,Thai Baht,THB,Wallet,70,Thai Baht,THB,25398.83,Thai Baht,THB,,,,,,,
438,2 Dec 2020 09:03:51,2,Expense,TEP,Wallet,437,Thai Baht,THB,,0,Unknown,UKN,2189,Thai Baht,THB,Food,Breakfast,Food: Breakfast,,Phuket,,Travel
439,2 Dec 2020 09:10:37,2,Expense,TEP,Spend (KcNt),980,Thai Baht,THB,,0,Unknown,UKN,8204.24,Thai Baht,THB,Health,Medications,Health: Medications,ยาคุม,,,
440,2 Dec 2020 14:45:48,2,Expense,TEP,Wallet,600,Thai Baht,THB,,0,Unknown,UKN,1589,Thai Baht,THB,Food,Lunch,Food: Lunch,,Phuket,,Travel
441,2 Dec 2020 18:35:19,2,Expense,TEP,World Mastercard (KTC),560.25,Thai Baht,THB,,0,Unknown,UKN,64706.75,Thai Baht,THB,Drinks,Alcohol & Beer,Drinks: Alcohol & Beer,,Phuket,,Travel
442,3 Dec 2020 01:15:02,3,Income,TIN,Primary (KBank),1350,Thai Baht,THB,,0,Unknown,UKN,8706.43,Thai Baht,THB,Reimbursement,,Reimbursement,For Lada spa with Prang,Agoda,,
443,3 Dec 2020 09:19:32,5,Money Transfer,TMT,Traveling (KcNt),5821.39,Thai Baht,THB,Primary (KBank),5821.39,Thai Baht,THB,19577.44,Thai Baht,THB,,,,Reimburse from ยาวน้อย trip,,,
444,3 Dec 2020 10:00:25,2,Expense,TEP,World Mastercard (KTC),3978.35,Thai Baht,THB,,0,Unknown,UKN,60728.4,Thai Baht,THB,Traveling,Accommodation Transportation,Traveling: Accommodation Transportation: Airplane,เกาะยาวน้อย  Auto-generated transaction,Phuket,,Travel
445,3 Dec 2020 11:23:16,2,Expense,TEP,Wallet,30,Thai Baht,THB,,0,Unknown,UKN,1559,Thai Baht,THB,Drinks,Juice,Drinks: Juice,Coconut,Phuket,,Travel
446,3 Dec 2020 12:22:18,2,Expense,TEP,Wallet,176,Thai Baht,THB,,0,Unknown,UKN,1383,Thai Baht,THB,Food,Snacks,Food: Snacks,7-11,Phuket,,Travel
447,3 Dec 2020 13:23:52,2,Expense,TEP,Wallet,490,Thai Baht,THB,,0,Unknown,UKN,893,Thai Baht,THB,Food,Lunch,Food: Lunch,,Phuket,,Travel
448,3 Dec 2020 15:19:52,2,Expense,TEP,World Mastercard (KTC),238,Thai Baht,THB,,0,Unknown,UKN,60490.4,Thai Baht,THB,Digital Shopping,Game Digital Shopping,Digital Shopping: Game Digital Shopping: Services,Evo & Filter in MOLD,Apple,,
449,4 Dec 2020 10:34:16,2,Expense,TEP,Wallet,120,Thai Baht,THB,,0,Unknown,UKN,773,Thai Baht,THB,Traveling,Travel fee,Traveling: Travel fee,,Phuket,,Travel
450,4 Dec 2020 13:38:36,2,Expense,TEP,World Mastercard (KTC),965.14,Thai Baht,THB,,0,Unknown,UKN,59525.26,Thai Baht,THB,Food,Lunch,Food: Lunch,Paradise,Phuket,,Travel
451,4 Dec 2020 22:23:24,3,Income,TIN,True wallet,100,Thai Baht,THB,,0,Unknown,UKN,129,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
452,4 Dec 2020 22:27:22,2,Expense,TEP,True wallet,84,Thai Baht,THB,,0,Unknown,UKN,45,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
453,5 Dec 2020 13:36:58,2,Expense,TEP,World Mastercard (KTC),844,Thai Baht,THB,,0,Unknown,UKN,58681.26,Thai Baht,THB,Food,Lunch,Food: Lunch,เลื้ยงวันเกิด,Aka,,Couple
454,6 Dec 2020 15:19:47,5,Money Transfer,TMT,Wallet,300,Thai Baht,THB,Primary (KBank),300,Thai Baht,THB,473,Thai Baht,THB,,,,,,,
455,6 Dec 2020 15:21:45,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,13927.82,Thai Baht,THB,,,,,,,
456,6 Dec 2020 15:31:55,2,Expense,TEP,Diamond UnionPay (KTC),637,Thai Baht,THB,,0,Unknown,UKN,119363,Thai Baht,THB,Transportation,Train,Transportation: Train,,BTS,,
457,7 Dec 2020 14:25:59,3,Income,TIN,Primary (KBank),2000,Thai Baht,THB,,0,Unknown,UKN,15927.82,Thai Baht,THB,Gifts,,Gifts,ของแถมประกัน,,,
458,7 Dec 2020 18:26:28,2,Expense,TEP,Wallet,559,Thai Baht,THB,,0,Unknown,UKN,814,Thai Baht,THB,Food,Dinner,Food: Dinner,,MK,,
459,7 Dec 2020 18:26:55,2,Expense,TEP,Wallet,1,Thai Baht,THB,,0,Unknown,UKN,813,Thai Baht,THB,Gift,Just for fun,Gift: Just for fun,,Natcha,,
460,7 Dec 2020 18:45:52,3,Income,TIN,Primary (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,18720.49,Thai Baht,THB,Reimbursement,,Reimbursement,ค่าไอแพดปรางค์,Natcha,,
461,8 Dec 2020 13:48:51,2,Expense,TEP,Primary (KBank),20,Thai Baht,THB,,0,Unknown,UKN,18700.49,Thai Baht,THB,Financial,Fee,Financial: Fee,ค่าเอกสาร transcript,KasetsartUniversity,,
462,8 Dec 2020 13:50:35,5,Money Transfer,TMT,Saving Account (Kept),0.58,Thai Baht,THB,Primary (KBank),0.58,Thai Baht,THB,1326019,Thai Baht,THB,,,,,,,
463,8 Dec 2020 13:53:21,4,Balance Adjustment,TBJ,Wallet,-273,Thai Baht,THB,,0,Unknown,UKN,540,Thai Baht,THB,,,,,,,
464,9 Dec 2020 12:56:07,5,Money Transfer,TMT,Primary (KBank),5000,Thai Baht,THB,YouTrip (USD),166.73,US Dollar,USD,13701.07,Thai Baht,THB,,,,,,,
465,9 Dec 2020 16:25:42,3,Income,TIN,Saving Account (Kept),50,Thai Baht,THB,,0,Unknown,UKN,1326069,Thai Baht,THB,Gifts,,Gifts,Referring kept,,,
