Index,Date,Type Code,Type Name,Type Shortname,Account,Amount,Amount Currency Full,Amount Currency,Account To,Amount To,Amount To Currency Full,Amount To Currency,Balance,Balance Currency Full,Balance Currency,Base Category,Sub Category,Full Category,Description,Agent,Check number,Class
191,1 Aug 2020 10:00:38,5,Money Transfer,TMT,Primary (KBank),2000,Thai Baht,THB,Traveling (KcNt),2000,Thai Baht,THB,45078.48,Thai Baht,THB,,,,For travel together  Auto-generated transaction,,,Couple
192,1 Aug 2020 17:22:20,3,Income,TIN,Wisdom (KBank),2740.47,Thai Baht,THB,,0,Unknown,UKN,1013997.84,Thai Baht,THB,Reimbursement,,Reimbursement,iPad,Natcha,,
193,1 Aug 2020 19:07:18,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,820,Thai Baht,THB,Transportation,Underground,Transportation: Underground,,,,
194,1 Aug 2020 19:07:31,2,Expense,TEP,Wisdom (KBank),597,Thai Baht,THB,,0,Unknown,UKN,1013400.84,Thai Baht,THB,Food,Dinner,Food: Dinner,,,,
195,1 Aug 2020 19:07:49,2,Expense,TEP,World Mastercard (KTC),128,Thai Baht,THB,,0,Unknown,UKN,119872,Thai Baht,THB,Household,Home Supplies,Household: Home Supplies,,,,
196,2 Aug 2020 10:15:38,3,Income,TIN,Wisdom (KBank),3810,Thai Baht,THB,,0,Unknown,UKN,1017210.84,Thai Baht,THB,Reimbursement,,Reimbursement,Return from accommodation,Rungnapa,,
197,2 Aug 2020 14:01:15,1,Opening Balance,TOB,Spend (KcNt),6827.89,Thai Baht,THB,,0,Unknown,UKN,6827.89,Thai Baht,THB,,,,,,,
198,2 Aug 2020 14:06:08,5,Money Transfer,TMT,Spend (KcNt),597,Thai Baht,THB,Wisdom (KBank),597,Thai Baht,THB,6230.89,Thai Baht,THB,,,,,,,
199,2 Aug 2020 15:36:02,2,Expense,TEP,Wisdom (KBank),777,Thai Baht,THB,,0,Unknown,UKN,1017030.84,Thai Baht,THB,Food,Dinner,Food: Dinner,,,,
200,4 Aug 2020 21:43:42,2,Expense,TEP,Primary (KBank),783,Thai Baht,THB,,0,Unknown,UKN,44295.48,Thai Baht,THB,Food,Dinner,Food: Dinner,,,,
201,7 Aug 2020 21:36:07,5,Money Transfer,TMT,Primary (KBank),100,Thai Baht,THB,True wallet,100,Thai Baht,THB,44195.48,Thai Baht,THB,,,,,,,
202,7 Aug 2020 22:24:49,2,Expense,TEP,True wallet,158,Thai Baht,THB,,0,Unknown,UKN,-58,Thai Baht,THB,Food,Groceries,Food: Groceries,,7-11,,
203,7 Aug 2020 22:59:57,5,Money Transfer,TMT,Primary (KBank),100,Thai Baht,THB,True wallet,100,Thai Baht,THB,44095.48,Thai Baht,THB,,,,,,,
204,8 Aug 2020 17:10:32,2,Expense,TEP,Wallet,100,Thai Baht,THB,,0,Unknown,UKN,720,Thai Baht,THB,Food,Lunch,Food: Lunch,,,,
205,9 Aug 2020 10:00:33,2,Expense,TEP,Wisdom (KBank),99,Thai Baht,THB,,0,Unknown,UKN,1016931.84,Thai Baht,THB,Digital Shopping,Services,Digital Shopping: Services,Apple iCloud storage  Auto-generated transaction,Apple,,
206,9 Aug 2020 19:15:10,2,Expense,TEP,Spend (KcNt),300,Thai Baht,THB,,0,Unknown,UKN,5930.89,Thai Baht,THB,Food,Dinner,Food: Dinner,,Natcha,,
207,11 Aug 2020 20:20:01,2,Expense,TEP,Wallet,100,Thai Baht,THB,,0,Unknown,UKN,620,Thai Baht,THB,Food,Dinner,Food: Dinner,,Natcha,,
208,11 Aug 2020 21:11:26,4,Balance Adjustment,TBJ,Wallet,-140,Thai Baht,THB,,0,Unknown,UKN,480,Thai Baht,THB,,,,,,,
209,11 Aug 2020 21:22:09,5,Money Transfer,TMT,Spend (KcNt),700,Thai Baht,THB,Primary (KBank),700,Thai Baht,THB,5230.89,Thai Baht,THB,,,,,,,
210,11 Aug 2020 21:22:23,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,43895.48,Thai Baht,THB,,,,,,,
211,11 Aug 2020 21:25:19,2,Expense,TEP,Wallet,500,Thai Baht,THB,,0,Unknown,UKN,880,Thai Baht,THB,Food,Dinner,Food: Dinner,,MK,,
212,12 Aug 2020 09:46:43,2,Expense,TEP,Primary (KBank),650,Thai Baht,THB,,0,Unknown,UKN,43245.48,Thai Baht,THB,Entertainment,E-Book,Entertainment: E-Book,,,,
213,12 Aug 2020 13:09:26,3,Income,TIN,Primary (KBank),0.1,Thai Baht,THB,,0,Unknown,UKN,43245.58,Thai Baht,THB,Interest,,Interest,,,,
214,12 Aug 2020 13:11:16,5,Money Transfer,TMT,Primary (KBank),128,Thai Baht,THB,World Mastercard (KTC),128,Thai Baht,THB,43117.58,Thai Baht,THB,,,,,,,
215,12 Aug 2020 14:43:20,2,Expense,TEP,Wallet,760,Thai Baht,THB,,0,Unknown,UKN,120,Thai Baht,THB,Food,Lunch Gift,Food: Lunch Gift: Just for fun,,Aka,,
216,15 Aug 2020 07:32:35,5,Money Transfer,TMT,Primary (KBank),30000,Thai Baht,THB,Saving Account (Kept),30000,Thai Baht,THB,13117.58,Thai Baht,THB,,,,,,,
217,15 Aug 2020 10:39:45,2,Expense,TEP,Wisdom (KBank),1.4,Thai Baht,THB,,0,Unknown,UKN,1016930.44,Thai Baht,THB,Physical Shopping,Accessories,Physical Shopping: Accessories,,,,
218,15 Aug 2020 13:25:10,5,Money Transfer,TMT,Primary (KBank),1900,Thai Baht,THB,Wallet,1900,Thai Baht,THB,11217.58,Thai Baht,THB,,,,,,,
219,15 Aug 2020 13:27:24,2,Expense,TEP,Wallet,600,Thai Baht,THB,,0,Unknown,UKN,1420,Thai Baht,THB,Food,Lunch Gift,Food: Lunch Gift: Just for fun,,Evaime,,
220,17 Aug 2020 17:00:29,2,Expense,TEP,World Mastercard (KTC),5000,Thai Baht,THB,,0,Unknown,UKN,115000,Thai Baht,THB,Transportation,Airplane,Transportation: Airplane,,Phuket,,Travel
221,17 Aug 2020 18:06:05,2,Expense,TEP,World Mastercard (KTC),6238.81,Thai Baht,THB,,0,Unknown,UKN,108761.19,Thai Baht,THB,Traveling,Accommodation,Traveling: Accommodation,,Phuket,,Travel
222,20 Aug 2020 09:00:08,2,Expense,TEP,Wisdom (KBank),2690,Thai Baht,THB,,0,Unknown,UKN,1014240.44,Thai Baht,THB,Physical Shopping,Watch,Physical Shopping: Watch,Auto-generated transaction,,,
223,20 Aug 2020 09:00:14,2,Expense,TEP,Wisdom (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,1011447.77,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,ค่า iPad  Auto-generated transaction,Natcha,,
224,20 Aug 2020 10:14:24,2,Expense,TEP,Wisdom (KBank),44,Thai Baht,THB,,0,Unknown,UKN,1011403.77,Thai Baht,THB,Transportation,Train,Transportation: Train,,,,
225,20 Aug 2020 19:51:07,2,Expense,TEP,World Mastercard (KTC),433,Thai Baht,THB,,0,Unknown,UKN,108328.19,Thai Baht,THB,Food,Dinner,Food: Dinner,,BonChon,,
226,20 Aug 2020 19:51:44,5,Money Transfer,TMT,Primary (KBank),495,Thai Baht,THB,Line Wallet,495,Thai Baht,THB,10722.58,Thai Baht,THB,,,,,,,
227,20 Aug 2020 19:52:05,2,Expense,TEP,Line Wallet,725,Thai Baht,THB,,0,Unknown,UKN,0,Thai Baht,THB,Transportation,Train,Transportation: Train,,,,
228,22 Aug 2020 21:11:02,2,Expense,TEP,Wallet,620,Thai Baht,THB,,0,Unknown,UKN,800,Thai Baht,THB,Food,Dinner,Food: Dinner,,,,
229,23 Aug 2020 17:48:46,2,Expense,TEP,Wisdom (KBank),29,Thai Baht,THB,,0,Unknown,UKN,1011374.77,Thai Baht,THB,Digital Shopping,Application,Digital Shopping: Application,,,,
230,26 Aug 2020 19:06:34,5,Money Transfer,TMT,Traveling (KcNt),11238.81,Thai Baht,THB,World Mastercard (KTC),11238.81,Thai Baht,THB,19738.88,Thai Baht,THB,,,,,Phuket,,Travel
231,28 Aug 2020 00:02:47,3,Income,TIN,Saving Account (Kept),219.69,Thai Baht,THB,,0,Unknown,UKN,180282.85,Thai Baht,THB,Interest,,Interest,,,,
232,28 Aug 2020 01:26:49,3,Income,TIN,Primary (KBank),45355.42,Thai Baht,THB,,0,Unknown,UKN,56078,Thai Baht,THB,Salary,,Salary,,Agoda,,
233,29 Aug 2020 08:55:44,2,Expense,TEP,Wallet,90,Thai Baht,THB,,0,Unknown,UKN,710,Thai Baht,THB,Transportation,Train,Transportation: Train,,Phuket,,Travel
234,29 Aug 2020 13:29:36,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,690,Thai Baht,THB,Food,Snacks,Food: Snacks,ขนมไทย,Phuket,,Travel
235,29 Aug 2020 13:42:01,2,Expense,TEP,Traveling (KcNt),860,Thai Baht,THB,,0,Unknown,UKN,18878.88,Thai Baht,THB,Food,Lunch,Food: Lunch,ตู้กับข้าว,Phuket,,Travel
236,29 Aug 2020 17:29:09,2,Expense,TEP,Wallet,140,Thai Baht,THB,,0,Unknown,UKN,550,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,Bath boob,Phuket,,Travel
237,29 Aug 2020 18:24:03,5,Money Transfer,TMT,Primary (KBank),200,Thai Baht,THB,True wallet,200,Thai Baht,THB,55878,Thai Baht,THB,,,,,,,
238,29 Aug 2020 18:31:14,2,Expense,TEP,True wallet,168,Thai Baht,THB,,0,Unknown,UKN,74,Thai Baht,THB,Food,Snacks,Food: Snacks,7-11,Phuket,,Travel
239,29 Aug 2020 18:36:45,2,Expense,TEP,Wallet,90,Thai Baht,THB,,0,Unknown,UKN,460,Thai Baht,THB,Drinks,Alcohol & Beer,Drinks: Alcohol & Beer,,Phuket,,Travel
240,29 Aug 2020 20:51:01,2,Expense,TEP,Traveling (KcNt),501.4,Thai Baht,THB,,0,Unknown,UKN,18377.48,Thai Baht,THB,Food,Dinner,Food: Dinner,,Phuket,,Travel
241,30 Aug 2020 12:58:24,2,Expense,TEP,World Mastercard (KTC),304.5,Thai Baht,THB,,0,Unknown,UKN,119262.5,Thai Baht,THB,Physical Shopping,Personal care,Physical Shopping: Personal care,ครีม,Phuket,,Travel
242,30 Aug 2020 14:45:03,2,Expense,TEP,Traveling (KcNt),510,Thai Baht,THB,,0,Unknown,UKN,17867.48,Thai Baht,THB,Food,Lunch,Food: Lunch,,Phuket,,Travel
243,31 Aug 2020 12:05:02,5,Money Transfer,TMT,Traveling (KcNt),1900,Thai Baht,THB,Wallet,1900,Thai Baht,THB,15967.48,Thai Baht,THB,,,,,Phuket,,Travel
244,31 Aug 2020 12:31:09,2,Expense,TEP,World Mastercard (KTC),294.25,Thai Baht,THB,,0,Unknown,UKN,118968.25,Thai Baht,THB,Drinks,Alcohol & Beer,Drinks: Alcohol & Beer,,Phuket,,Travel
245,31 Aug 2020 15:38:23,2,Expense,TEP,Traveling (KcNt),474,Thai Baht,THB,,0,Unknown,UKN,15493.48,Thai Baht,THB,Food,Lunch,Food: Lunch,ลุงทวย,Phuket,,Travel
246,31 Aug 2020 15:45:29,2,Expense,TEP,Wallet,370,Thai Baht,THB,,0,Unknown,UKN,1990,Thai Baht,THB,Food,Lunch,Food: Lunch,,Phuket,,Travel
247,31 Aug 2020 17:24:38,2,Expense,TEP,True wallet,25,Thai Baht,THB,,0,Unknown,UKN,49,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
248,31 Aug 2020 18:00:58,2,Expense,TEP,Traveling (KcNt),378.3,Thai Baht,THB,,0,Unknown,UKN,15115.18,Thai Baht,THB,Car,Fuel,Car: Fuel,,Phuket,,Travel
249,31 Aug 2020 19:44:18,2,Expense,TEP,Wallet,188,Thai Baht,THB,,0,Unknown,UKN,1802,Thai Baht,THB,Food,Dinner,Food: Dinner,,Phuket,,Travel
250,31 Aug 2020 21:55:12,2,Expense,TEP,Wallet,90,Thai Baht,THB,,0,Unknown,UKN,1712,Thai Baht,THB,Transportation,Train,Transportation: Train,,Phuket,,Travel
251,31 Aug 2020 23:59:16,5,Money Transfer,TMT,Wallet,32,Thai Baht,THB,Traveling (KcNt),32,Thai Baht,THB,1680,Thai Baht,THB,,,,,Phuket,,Travel
252,1 Sep 2020 09:00:31,2,Expense,TEP,Primary (KBank),2390,Thai Baht,THB,,0,Unknown,UKN,53488,Thai Baht,THB,Gift,Birthday,Gift: Birthday,iPhone 11  Auto-generated transaction,Rungnapa,,
253,1 Sep 2020 10:00:13,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Spend (KcNt),1000,Thai Baht,THB,52488,Thai Baht,THB,,,,For daily spending  Auto-generated transaction,,,Couple
254,1 Sep 2020 10:00:38,5,Money Transfer,TMT,Primary (KBank),2000,Thai Baht,THB,Traveling (KcNt),2000,Thai Baht,THB,50488,Thai Baht,THB,,,,For travel together  Auto-generated transaction,,,Couple
255,1 Sep 2020 19:54:16,2,Expense,TEP,Wallet,650,Thai Baht,THB,,0,Unknown,UKN,1030,Thai Baht,THB,Food,Dinner Gift,Food: Dinner Gift: Just for fun,,MK,,
256,2 Sep 2020 15:38:55,5,Money Transfer,TMT,Primary (KBank),35000,Thai Baht,THB,Saving Account (Kept),35000,Thai Baht,THB,15488,Thai Baht,THB,,,,,,,
257,2 Sep 2020 16:05:25,5,Money Transfer,TMT,Saving Account (ME),0.15,Thai Baht,THB,Saving Account (Kept),0.15,Thai Baht,THB,1027816.13,Thai Baht,THB,,,,,,,
258,2 Sep 2020 16:07:42,2,Expense,TEP,Primary (KBank),2041.9,Thai Baht,THB,,0,Unknown,UKN,13446.1,Thai Baht,THB,Digital Shopping,Application,Digital Shopping: Application,Alfred,,,
259,3 Sep 2020 18:09:57,3,Income,TIN,Traveling (KcNt),2000,Thai Baht,THB,,0,Unknown,UKN,19147.18,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
260,3 Sep 2020 18:10:35,3,Income,TIN,Spend (KcNt),1000,Thai Baht,THB,,0,Unknown,UKN,7230.89,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
261,4 Sep 2020 13:15:57,2,Expense,TEP,Wallet,600,Thai Baht,THB,,0,Unknown,UKN,430,Thai Baht,THB,Food,Dinner Gift,Food: Dinner Gift: Just for fun,,Dukii,,
262,6 Sep 2020 14:38:59,2,Expense,TEP,World Mastercard (KTC),1476,Thai Baht,THB,,0,Unknown,UKN,117492.25,Thai Baht,THB,Entertainment,Performance,Entertainment: Performance,Concert,Natcha,,
263,9 Sep 2020 00:05:25,2,Expense,TEP,World Mastercard (KTC),494.6,Thai Baht,THB,,0,Unknown,UKN,116997.65,Thai Baht,THB,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,Watch changer,Rungnapa,,
264,9 Sep 2020 00:41:34,2,Expense,TEP,Primary (KBank),1477.01,Thai Baht,THB,,0,Unknown,UKN,11969.09,Thai Baht,THB,Entertainment,Performance,Entertainment: Performance,Concert,Natcha,,
265,9 Sep 2020 10:00:33,2,Expense,TEP,Wisdom (KBank),99,Thai Baht,THB,,0,Unknown,UKN,1011275.77,Thai Baht,THB,Digital Shopping,Services,Digital Shopping: Services,Apple iCloud storage  Auto-generated transaction,Apple,,
266,9 Sep 2020 22:16:36,3,Income,TIN,Primary (KBank),650,Thai Baht,THB,,0,Unknown,UKN,12619.09,Thai Baht,THB,Sell,,Sell,Sell Ugreen Apple Watch Charger,Rungnapa,,
267,11 Sep 2020 16:24:52,3,Income,TIN,Wisdom (KBank),2740.47,Thai Baht,THB,,0,Unknown,UKN,1014016.24,Thai Baht,THB,Reimbursement,,Reimbursement,iPad return,Natcha,,
268,11 Sep 2020 20:10:40,2,Expense,TEP,World Mastercard (KTC),684.26,Thai Baht,THB,,0,Unknown,UKN,116313.39,Thai Baht,THB,Food,Dinner,Food: Dinner,,SpaghettiFactory,,
269,14 Sep 2020 19:11:29,2,Expense,TEP,World Mastercard (KTC),1080,Thai Baht,THB,,0,Unknown,UKN,115233.39,Thai Baht,THB,Transportation,Train,Transportation: Train,,BTS,,
270,15 Sep 2020 17:49:30,2,Expense,TEP,Primary (KBank),645,Thai Baht,THB,,0,Unknown,UKN,11974.09,Thai Baht,THB,Physical Shopping,Digital Accessory,Physical Shopping: Digital Accessory,Upgrade HDD to SSD of home computer,,,
271,15 Sep 2020 18:00:20,3,Income,TIN,Primary (KBank),0.28,Thai Baht,THB,,0,Unknown,UKN,11974.37,Thai Baht,THB,Reimbursement,,Reimbursement,,Rungnapa,,
272,17 Sep 2020 15:06:53,2,Expense,TEP,Wisdom (KBank),149,Thai Baht,THB,,0,Unknown,UKN,1013867.24,Thai Baht,THB,Digital Shopping,Application,Digital Shopping: Application,,Apple,,
273,17 Sep 2020 20:46:52,2,Expense,TEP,Spend (KcNt),593,Thai Baht,THB,,0,Unknown,UKN,6637.89,Thai Baht,THB,Food,Dinner Food,Food: Dinner Food: Dinner,,MK,,
274,17 Sep 2020 20:48:26,5,Money Transfer,TMT,Primary (KBank),600,Thai Baht,THB,Wallet,600,Thai Baht,THB,11374.37,Thai Baht,THB,,,,,,,
275,18 Sep 2020 13:43:55,5,Money Transfer,TMT,Primary (KBank),2801.62,Thai Baht,THB,BluePay Wallet,2801.62,Thai Baht,THB,8572.75,Thai Baht,THB,,,,,,,
276,18 Sep 2020 13:44:23,2,Expense,TEP,Primary (KBank),1449.18,Thai Baht,THB,,0,Unknown,UKN,7123.57,Thai Baht,THB,Entertainment,E-Book,Entertainment: E-Book,,MebMarket,,
277,18 Sep 2020 14:33:29,2,Expense,TEP,BluePay Wallet,3111.62,Thai Baht,THB,,0,Unknown,UKN,0,Thai Baht,THB,Utilities,Phones,Utilities: Phones,,Dtac,,
278,18 Sep 2020 20:50:17,2,Expense,TEP,Wallet,300,Thai Baht,THB,,0,Unknown,UKN,730,Thai Baht,THB,Food,Dinner Gift,Food: Dinner Gift: Just for fun,,,,
279,18 Sep 2020 21:51:44,2,Expense,TEP,True wallet,23,Thai Baht,THB,,0,Unknown,UKN,26,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
280,19 Sep 2020 19:35:35,2,Expense,TEP,World Mastercard (KTC),760,Thai Baht,THB,,0,Unknown,UKN,114473.39,Thai Baht,THB,Food,Dinner,Food: Dinner,,BBQ Plaza,,
281,19 Sep 2020 19:36:05,2,Expense,TEP,World Mastercard (KTC),75,Thai Baht,THB,,0,Unknown,UKN,114398.39,Thai Baht,THB,Drinks,Tea,Drinks: Tea,,Hai,,
282,20 Sep 2020 09:00:14,2,Expense,TEP,Wisdom (KBank),2792.67,Thai Baht,THB,,0,Unknown,UKN,1011074.57,Thai Baht,THB,Physical Shopping,Mobile,Physical Shopping: Mobile,ค่า iPad  Auto-generated transaction,Natcha,,
283,20 Sep 2020 19:35:02,2,Expense,TEP,World Mastercard (KTC),618,Thai Baht,THB,,0,Unknown,UKN,113780.39,Thai Baht,THB,Food,Dinner,Food: Dinner,,Shinkanzen,,
284,21 Sep 2020 08:26:24,2,Expense,TEP,Wisdom (KBank),199,Thai Baht,THB,,0,Unknown,UKN,1010875.57,Thai Baht,THB,Digital Shopping,Application,Digital Shopping: Application,Calendar 5,Apple,,
285,21 Sep 2020 22:22:26,5,Money Transfer,TMT,Wallet,400,Thai Baht,THB,Primary (KBank),400,Thai Baht,THB,330,Thai Baht,THB,,,,,,,
286,23 Sep 2020 08:30:36,2,Expense,TEP,Wisdom (KBank),199,Thai Baht,THB,,0,Unknown,UKN,1010676.57,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,,Apple,,
287,23 Sep 2020 20:50:03,5,Money Transfer,TMT,Primary (KBank),544.14,Thai Baht,THB,Lazada (CITI),544.14,Thai Baht,THB,6979.43,Thai Baht,THB,,,,,,,
288,24 Sep 2020 19:13:35,2,Expense,TEP,Wallet,200,Thai Baht,THB,,0,Unknown,UKN,130,Thai Baht,THB,Food,Dinner,Food: Dinner,,KFC,,
289,24 Sep 2020 19:34:38,5,Money Transfer,TMT,Primary (KBank),900,Thai Baht,THB,Wallet,900,Thai Baht,THB,6079.43,Thai Baht,THB,,,,,,,
290,25 Sep 2020 23:14:33,2,Expense,TEP,Wallet,100,Thai Baht,THB,,0,Unknown,UKN,930,Thai Baht,THB,Transportation,Underground Gift,Transportation: Underground Gift: Just for fun,,MRT,,
291,26 Sep 2020 18:21:36,2,Expense,TEP,Wallet,460,Thai Baht,THB,,0,Unknown,UKN,470,Thai Baht,THB,Food,Dinner Gift,Food: Dinner Gift: Just for fun,,MK,,
292,28 Sep 2020 13:18:40,2,Expense,TEP,Primary (KBank),225,Thai Baht,THB,,0,Unknown,UKN,5854.43,Thai Baht,THB,Food,Lunch,Food: Lunch,,BonChon,,
293,28 Sep 2020 13:19:40,3,Income,TIN,Primary (KBank),1,Thai Baht,THB,,0,Unknown,UKN,5855.43,Thai Baht,THB,Other,,Other,,,,
294,28 Sep 2020 19:47:22,5,Money Transfer,TMT,Primary (KBank),100,Thai Baht,THB,True wallet,100,Thai Baht,THB,5755.43,Thai Baht,THB,,,,,,,
295,28 Sep 2020 20:06:14,2,Expense,TEP,True wallet,70,Thai Baht,THB,,0,Unknown,UKN,56,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
296,28 Sep 2020 20:08:56,2,Expense,TEP,Wisdom (KBank),119,Thai Baht,THB,,0,Unknown,UKN,1010557.57,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,Monopoly,Apple,,
297,28 Sep 2020 20:09:48,2,Expense,TEP,Wisdom (KBank),119,Thai Baht,THB,,0,Unknown,UKN,1010438.57,Thai Baht,THB,Digital Shopping,Game,Digital Shopping: Game,The game of life 2,Apple,,
298,29 Sep 2020 01:30:06,3,Income,TIN,Primary (KBank),45760.41,Thai Baht,THB,,0,Unknown,UKN,51515.84,Thai Baht,THB,Salary,,Salary,,Agoda,,
299,29 Sep 2020 09:28:45,5,Money Transfer,TMT,Primary (KBank),4766.61,Thai Baht,THB,World Mastercard (KTC),4766.61,Thai Baht,THB,46749.23,Thai Baht,THB,,,,,,,
300,1 Oct 2020 00:46:57,3,Income,TIN,Saving Account (Kept),283.29,Thai Baht,THB,,0,Unknown,UKN,215566.29,Thai Baht,THB,Interest,,Interest,,,,
301,1 Oct 2020 01:45:16,3,Income,TIN,Spend (KcNt),1000,Thai Baht,THB,,0,Unknown,UKN,7637.89,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
302,1 Oct 2020 01:45:59,3,Income,TIN,Traveling (KcNt),2000,Thai Baht,THB,,0,Unknown,UKN,21147.18,Thai Baht,THB,Gifts,,Gifts,,Natcha,,
303,1 Oct 2020 09:00:10,5,Money Transfer,TMT,Primary (KBank),30000,Thai Baht,THB,Saving Account (Kept),30000,Thai Baht,THB,16749.23,Thai Baht,THB,,,,Saving,,,
304,1 Oct 2020 10:00:13,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Spend (KcNt),1000,Thai Baht,THB,15749.23,Thai Baht,THB,,,,For daily spending  Auto-generated transaction,,,Couple
305,1 Oct 2020 10:00:38,5,Money Transfer,TMT,Primary (KBank),2000,Thai Baht,THB,Traveling (KcNt),2000,Thai Baht,THB,13749.23,Thai Baht,THB,,,,For travel together  Auto-generated transaction,,,Couple
306,1 Oct 2020 16:43:12,2,Expense,TEP,World Mastercard (KTC),2992,Thai Baht,THB,,0,Unknown,UKN,115555,Thai Baht,THB,Entertainment,Books,Entertainment: Books,หนังสือนิยาย,Jamsai,,
307,2 Oct 2020 19:40:16,2,Expense,TEP,World Mastercard (KTC),658,Thai Baht,THB,,0,Unknown,UKN,114897,Thai Baht,THB,Food,Dinner,Food: Dinner,,Aka,,
308,2 Oct 2020 20:52:14,2,Expense,TEP,Wallet,40,Thai Baht,THB,,0,Unknown,UKN,430,Thai Baht,THB,Transportation,Underground,Transportation: Underground,,MRT,,
309,2 Oct 2020 20:53:42,2,Expense,TEP,Wallet,20,Thai Baht,THB,,0,Unknown,UKN,410,Thai Baht,THB,Drinks,Soft Drinks Gift,Drinks: Soft Drinks Gift: Just for fun,Water,Natcha,,
310,2 Oct 2020 21:25:27,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Wallet,1000,Thai Baht,THB,12749.23,Thai Baht,THB,,,,,,,
311,3 Oct 2020 14:26:38,3,Income,TIN,Wisdom (KBank),2740.47,Thai Baht,THB,,0,Unknown,UKN,1013179.04,Thai Baht,THB,Reimbursement,,Reimbursement,,Natcha,,
312,3 Oct 2020 16:59:34,2,Expense,TEP,World Mastercard (KTC),610,Thai Baht,THB,,0,Unknown,UKN,114287,Thai Baht,THB,Food,Dinner,Food: Dinner,,Chuan,,
313,4 Oct 2020 13:10:41,2,Expense,TEP,Wallet,760,Thai Baht,THB,,0,Unknown,UKN,650,Thai Baht,THB,Entertainment,Books Gift,Entertainment: Books Gift: Just for fun,Conan,Vibulkij Comics,,
314,4 Oct 2020 13:15:07,2,Expense,TEP,Wallet,200,Thai Baht,THB,,0,Unknown,UKN,450,Thai Baht,THB,Food,Lunch,Food: Lunch,,KFC,,
315,4 Oct 2020 14:33:46,2,Expense,TEP,Primary (KBank),750,Thai Baht,THB,,0,Unknown,UKN,11999.23,Thai Baht,THB,Entertainment,E-Book,Entertainment: E-Book,นิยาย,Dek-D,,
316,7 Oct 2020 09:42:36,1,Opening Balance,TOB,Diamond UnionPay (KTC),0,Thai Baht,THB,,0,Unknown,UKN,120000,Thai Baht,THB,,,,,,,
317,7 Oct 2020 09:43:47,2,Expense,TEP,Diamond UnionPay (KTC),992,Thai Baht,THB,,0,Unknown,UKN,119008,Thai Baht,THB,Transportation,Train,Transportation: Train,,BTS,,
318,7 Oct 2020 23:40:05,2,Expense,TEP,True wallet,46,Thai Baht,THB,,0,Unknown,UKN,10,Thai Baht,THB,Food,Snacks,Food: Snacks,,7-11,,
319,8 Oct 2020 14:43:47,2,Expense,TEP,World Mastercard (KTC),1251,Thai Baht,THB,,0,Unknown,UKN,113036,Thai Baht,THB,Food,Lunch,Food: Lunch,,Sizzler,,Multiple
320,8 Oct 2020 15:15:36,3,Income,TIN,World Mastercard (KTC),1176.5,Thai Baht,THB,,0,Unknown,UKN,114212.5,Thai Baht,THB,Reimbursement,,Reimbursement,,Sizzler,,Multiple
321,9 Oct 2020 10:00:33,2,Expense,TEP,Wisdom (KBank),99,Thai Baht,THB,,0,Unknown,UKN,1013080.04,Thai Baht,THB,Digital Shopping,Services,Digital Shopping: Services,Apple iCloud storage  Auto-generated transaction,Apple,,
322,9 Oct 2020 10:07:30,1,Opening Balance,TOB,YouTrip (HKD),0,Hong Kong Dollar,HKD,,0,Unknown,UKN,0,Hong Kong Dollar,HKD,,,,,,,
323,9 Oct 2020 10:07:31,5,Money Transfer,TMT,Primary (KBank),3700.8,Thai Baht,THB,YouTrip (HKD),922,Hong Kong Dollar,HKD,8298.43,Thai Baht,THB,,,,,,,
324,11 Oct 2020 11:54:06,2,Expense,TEP,World Mastercard (KTC),2370,Thai Baht,THB,,0,Unknown,UKN,111842.5,Thai Baht,THB,Health,Dental,Health: Dental,,Paolo,,
325,11 Oct 2020 13:38:32,2,Expense,TEP,Spend (KcNt),380,Thai Baht,THB,,0,Unknown,UKN,8257.89,Thai Baht,THB,Food,Lunch,Food: Lunch,,MK,,
326,11 Oct 2020 13:43:04,5,Money Transfer,TMT,Primary (KBank),1000,Thai Baht,THB,Wallet,1000,Thai Baht,THB,7298.43,Thai Baht,THB,,,,,,,
327,11 Oct 2020 13:43:23,5,Money Transfer,TMT,Wallet,380,Thai Baht,THB,Primary (KBank),380,Thai Baht,THB,1070,Thai Baht,THB,,,,,,,
